turn_lengths,turn_words,turn_syllables,tcus_per_turn
3765.0,1,1,1
1751.0,10,10,1
1204.0,3,3,1
1640.0,6,6,1
2581.0,34,44,3
2417.0,2,2,1
336.0,10,12,1
2969.0,10,14,2
2983.0,2,2,1
237.0,9,9,1
4127.0,3,6,3
410.0,5,7,1
1614.0,9,11,2
1007.0,1,2,1
315.0,3,3,1
10058.0,31,42,4
5498.0,19,21,2
8844.0,2,2,1
415.0,27,37,1
17120.0,53,66,6
4571.0,1,1,1
20496.0,78,101,5
7023.0,27,31,3
3963.0,2,2,1
6459.0,39,48,4
3229.0,6,6,2
8073.0,45,56,2
14543.0,56,73,4
2012.0,1,1,1
2933.0,19,23,2
4274.0,14,16,2
1097.0,5,5,1
161.0,3,4,1
750.0,1,1,1
5138.0,16,19,3
1389.0,1,1,1
384.0,11,12,2
820.0,3,3,1
3694.0,10,12,2
11966.0,44,61,5
3338.0,1,1,1
12205.0,50,67,3
537.0,2,3,1
318.0,2,3,1
3994.0,3,3,2
10274.0,35,49,4
23588.0,77,98,9
6780.0,1,1,1
6160.0,38,48,3
1569.0,2,2,1
485.0,7,8,1
7194.0,2,2,1
1264.0,25,32,1
11187.0,48,59,8
291.0,1,1,1
6944.0,22,30,4
1214.0,5,5,2
1170.0,2,2,1
534.0,10,12,2
4148.0,12,14,3
486.0,3,3,1
5377.0,2,2,1
524.0,16,25,1
1442.0,2,3,2
265.0,1,1,1
4832.0,15,17,2
7198.0,11,11,2
1382.0,15,18,1
414.0,6,7,1
13340.0,46,53,4
3842.0,2,2,1
4878.0,26,34,2
3320.0,1,1,1
7128.0,26,40,2
13156.0,2,2,1
15602.0,74,107,3
4174.0,3,3,1
10170.0,38,46,3
4140.0,1,1,1
2332.0,16,20,2
400.0,3,4,1
1645.0,2,3,1
460.0,5,9,1
3038.0,4,4,2
5666.0,26,32,3
3311.0,2,2,1
1048.0,13,16,2
11687.0,1,1,1
330.0,5,6,1
40889.0,47,59,5
5980.0,5,5,1
17069.0,48,59,5
12175.0,43,51,4
5580.0,2,2,1
335.0,15,17,1
190.0,2,2,1
13939.0,49,62,5
1818.0,2,2,1
430.0,8,9,1
1970.0,2,2,1
4277.0,16,19,2
6136.0,2,3,1
4647.0,32,40,2
3029.0,2,2,1
8576.0,10,10,1
526.0,28,33,1
5112.0,21,31,2
2866.0,2,2,1
350.0,11,12,1
5062.0,3,3,2
360.0,12,17,1
9647.0,19,21,2
3758.0,17,22,2
999.0,2,2,1
10466.0,30,46,2
7274.0,25,28,2
1676.0,2,2,1
592.0,5,7,1
8619.0,22,24,4
3879.0,2,2,1
298.0,14,20,1
770.0,1,1,1
2163.0,9,12,2
4133.0,5,6,1
19842.0,72,99,4
15097.0,38,47,4
7249.0,29,32,4
1692.0,3,3,1
4753.0,7,9,1
491.0,16,23,1
1405.0,2,2,1
15829.0,36,48,4
5641.0,25,31,4
196.0,5,5,1
314.0,1,1,1
510.0,2,2,1
735.0,4,5,1
502.0,4,5,1
335.0,29,34,2
1539.0,1,1,1
353.0,9,9,1
3830.0,14,16,3
737.0,4,7,2
192.0,1,1,1
3522.0,1,1,1
267.0,23,32,2
6417.0,30,32,4
11254.0,35,44,3
7232.0,22,30,2
1290.0,4,5,1
2235.0,15,19,3
2524.0,8,10,2
8957.0,38,50,5
3137.0,9,11,2
7699.0,4,4,2
200.0,19,25,1
4262.0,25,28,5
1772.0,2,2,1
5253.0,25,27,4
89.0,2,2,1
1835.0,1,1,1
3544.0,16,22,2
3390.0,2,2,1
3834.0,27,29,2
2596.0,1,1,1
9023.0,29,44,2
13789.0,50,58,4
318.0,10,20,2
957.0,6,6,3
819.0,1,1,1
205.0,4,4,1
4832.0,13,19,4
685.0,4,4,2
740.0,1,4,1
333.0,5,5,1
2320.0,2,2,1
417.0,13,17,1
132.0,1,1,1
11882.0,55,62,6
5308.0,14,22,2
1020.0,1,1,1
2011.0,14,19,3
21037.0,3,3,2
287.0,51,67,1
3822.0,1,1,1
190.0,11,16,1
2712.0,8,11,2
2148.0,10,13,2
2077.0,12,15,2
6368.0,19,24,2
13261.0,16,20,1
2123.0,26,33,2
18605.0,60,80,6
760.0,2,2,1
4546.0,13,19,2
16136.0,1,1,1
16991.0,86,123,3
940.0,1,1,1
13369.0,52,61,4
1942.0,2,2,1
5285.0,26,36,3
9897.0,1,1,1
469.0,25,28,1
2107.0,1,2,1
684.0,8,9,1
310.0,1,1,1
19147.0,62,75,5
1683.0,1,1,1
3390.0,16,20,2
824.0,1,1,1
7985.0,13,19,3
163.0,18,22,1
1076.0,1,1,1
3800.0,4,6,1
610.0,13,17,1
1960.0,1,1,1
13874.0,46,63,5
8454.0,1,1,1
470.0,26,31,1
1510.0,6,6,3
970.0,3,4,1
432.0,2,4,1
1877.0,1,1,1
112.0,6,7,1
1657.0,11,13,2
2480.0,1,1,1
4193.0,23,26,2
338.0,1,1,1
5386.0,13,15,4
928.0,12,14,2
2164.0,1,1,1
344.0,9,10,1
3308.0,1,1,1
314.0,10,12,1
6514.0,3,3,1
7580.0,46,53,4
676.0,1,1,1
190.0,2,2,1
16505.0,72,88,6
6879.0,3,3,2
11717.0,75,87,3
3363.0,2,2,1
505.0,12,14,1
5903.0,1,1,1
471.0,16,25,1
1581.0,3,3,2
522.0,2,2,1
4828.0,20,26,4
7557.0,2,2,1
387.0,31,35,1
9327.0,24,29,5
335.0,1,1,1
5348.0,27,32,8
1496.0,2,2,1
2229.0,11,16,4
230.0,2,3,1
352.0,1,2,1
1017.0,1,2,1
364.0,3,6,1
4805.0,2,2,1
477.0,15,20,1
2322.0,1,1,1
12004.0,54,61,4
1725.0,1,1,1
354.0,12,13,1
494.0,2,2,1
10129.0,31,41,2
1244.0,1,1,1
18507.0,68,81,7
868.0,2,2,1
17414.0,50,62,5
2036.0,2,2,1
3693.0,18,23,3
1260.0,1,1,1
1706.0,10,13,2
2768.0,2,2,1
885.0,10,12,1
7545.0,1,1,1
765.0,57,82,2
3385.0,5,5,3
146.0,7,7,1
6085.0,4,4,3
591.0,16,21,2
3473.0,16,17,3
7141.0,21,29,4
1962.0,4,4,1
518.0,5,6,1
3099.0,2,2,1
2823.0,10,16,1
293.0,8,8,1
7135.0,18,27,3
4445.0,2,2,1
451.0,17,19,1
5591.0,1,1,1
5735.0,40,50,2
3811.0,2,2,1
3645.0,27,29,2
876.0,1,1,1
10343.0,33,43,6
4794.0,1,1,1
1381.0,15,19,1
1467.0,4,4,1
7267.0,15,16,3
567.0,23,30,1
14315.0,95,124,5
3658.0,3,3,2
493.0,12,14,1
4203.0,12,14,3
910.0,1,1,1
1350.0,5,5,1
1006.0,5,6,1
16896.0,69,74,8
8066.0,24,33,4
2116.0,8,10,2
1559.0,1,1,1
5289.0,23,24,3
7317.0,28,35,5
460.0,2,2,1
15865.0,50,67,5
1540.0,2,2,1
9345.0,19,23,1
2520.0,15,20,2
490.0,2,2,1
1123.0,2,2,1
27980.0,65,79,5
263.0,10,11,1
14034.0,38,47,4
4459.0,14,18,2
1142.0,1,1,1
4328.0,18,25,2
5468.0,1,1,1
3269.0,29,36,2
905.0,1,1,1
3750.0,4,4,1
19468.0,64,84,4
12308.0,2,2,1
32297.0,105,135,6
384.0,20,24,1
834.0,1,1,1
3067.0,11,14,2
1358.0,1,1,1
237.0,5,8,1
10284.0,36,40,3
2000.0,2,2,1
530.0,9,11,1
10663.0,31,41,4
1465.0,2,2,1
4475.0,18,25,2
6383.0,1,1,1
450.0,16,20,1
4424.0,1,1,1
3853.0,28,39,2
525.0,3,3,2
4688.0,21,23,3
1215.0,8,8,2
393.0,1,1,1
3489.0,2,2,1
390.0,13,19,1
2550.0,1,1,1
6713.0,38,47,3
2886.0,1,1,1
450.0,13,16,1
1020.0,1,1,1
6980.0,4,7,1
460.0,23,31,1
19839.0,42,67,6
9792.0,25,32,2
431.0,13,13,2
6890.0,1,1,1
9909.0,44,63,2
32018.0,59,77,4
5048.0,19,23,2
3555.0,2,2,1
2246.0,19,24,2
3489.0,1,1,1
1706.0,15,17,2
790.0,1,1,1
11295.0,33,41,3
1973.0,2,2,1
1703.0,14,18,2
1140.0,1,1,1
4484.0,18,25,3
32310.0,92,122,5
6023.0,18,23,2
14963.0,30,41,3
2241.0,23,28,1
12327.0,30,41,4
465.0,7,7,1
3967.0,4,5,2
5570.0,23,24,3
2207.0,2,2,1
1771.0,14,19,2
2449.0,1,1,1
340.0,10,13,1
7317.0,2,2,1
10738.0,45,49,3
1589.0,2,2,1
3112.0,18,19,2
1055.0,1,1,1
4699.0,17,18,2
1730.0,2,2,1
1780.0,12,17,2
5102.0,24,27,3
21103.0,1,1,1
300.0,47,59,1
8366.0,2,2,1
15797.0,50,61,2
977.0,15,20,1
956.0,5,5,1
7622.0,43,51,3
1592.0,4,4,1
8149.0,32,42,4
1407.0,2,2,1
2827.0,19,24,2
1424.0,1,1,1
159.0,5,7,1
2786.0,1,1,1
14309.0,49,71,8
21789.0,71,84,6
13956.0,44,57,5
6213.0,1,1,1
3812.0,29,45,3
14554.0,39,53,5
3176.0,2,2,1
12612.0,37,49,5
11439.0,40,61,3
2270.0,2,2,1
295.0,10,13,1
6685.0,5,7,2
310.0,14,21,1
1767.0,2,2,1
3061.0,21,26,2
4959.0,2,2,2
2329.0,74,95,2
45490.0,64,91,9
4037.0,2,2,1
6682.0,23,30,2
8414.0,26,29,4
4789.0,2,2,1
212.0,14,16,1
1658.0,1,1,1
6433.0,20,27,3
3895.0,2,2,1
288.0,10,13,1
331.0,1,1,1
16318.0,51,64,4
4050.0,2,2,1
7948.0,43,53,3
4790.0,1,1,1
12077.0,45,65,2
12782.0,48,61,2
1915.0,17,21,2
2556.0,2,2,1
310.0,11,14,1
3082.0,1,1,1
358.0,14,17,1
833.0,1,1,1
25909.0,70,94,3
8001.0,33,40,3
6238.0,31,41,4
7030.0,2,2,1
10630.0,40,63,3
13705.0,2,2,1
7670.0,61,82,3
5176.0,3,3,1
21064.0,73,101,6
3400.0,1,1,1
39043.0,124,191,10
5528.0,1,1,1
35728.0,78,118,5
7597.0,2,2,1
5775.0,37,62,3
19681.0,29,39,2
400.0,17,34,1
3480.0,2,2,1
21343.0,69,95,4
4803.0,12,12,2
10189.0,27,49,5
230.0,2,2,1
4686.0,12,20,2
3580.0,1,1,1
5619.0,31,47,3
2400.0,1,1,1
40691.0,99,139,6
370.0,2,2,1
3220.0,15,20,3
6382.0,3,4,2
4960.0,30,42,2
7035.0,2,2,1
9764.0,38,46,2
1090.0,9,11,1
1571.0,18,22,2
25931.0,52,64,6
442.0,9,13,2
3614.0,3,3,2
190.0,11,14,1
11803.0,21,29,2
19904.0,55,79,6
1560.0,2,2,1
15858.0,54,82,6
15891.0,44,58,4
2821.0,26,41,3
3380.0,1,1,1
410.0,12,14,1
1560.0,2,2,1
3151.0,23,28,3
14250.0,5,5,2
27424.0,77,110,5
26697.0,98,135,8
12887.0,40,53,5
895.0,3,4,2
35418.0,103,146,8
2109.0,1,1,1
19440.0,66,97,6
7506.0,26,34,9
1821.0,2,2,2
17908.0,64,72,4
11492.0,37,46,4
2830.0,1,4,1
12082.0,54,67,4
3890.0,1,1,1
10870.0,37,50,3
19590.0,75,95,6
14315.0,41,52,5
1620.0,1,1,1
8454.0,23,30,4
4721.0,4,4,1
13188.0,47,63,6
2299.0,2,2,1
8772.0,19,26,2
7940.0,2,2,1
30807.0,14,21,1
6160.0,3,4,1
23309.0,76,99,5
49951.0,152,204,13
2575.0,3,3,1
13151.0,42,59,5
950.0,1,1,1
475.0,3,3,1
1820.0,1,1,1
360.0,10,11,1
200.0,2,2,1
5049.0,21,27,3
1470.0,2,2,1
20824.0,81,113,7
22443.0,1,1,1
1901.0,4,6,1
23772.0,38,51,5
1720.0,3,3,1
590.0,10,11,1
9827.0,2,3,1
1321.0,30,36,2
1850.0,2,2,1
23025.0,67,88,3
2506.0,3,3,2
1520.0,6,8,1
3296.0,6,6,2
1555.0,14,19,2
5032.0,1,1,1
530.0,13,13,1
26638.0,84,108,10
1730.0,2,3,1
48099.0,172,215,11
5310.0,2,2,1
7110.0,24,35,2
3640.0,8,11,1
24513.0,76,105,7
709.0,31,39,2
5679.0,3,3,2
534.0,13,18,1
3083.0,2,2,1
550.0,13,15,1
1090.0,1,1,1
1390.0,38,51,2
12620.0,2,2,2
7790.0,23,29,1
7490.0,4,4,1
456.0,18,24,1
13660.0,1,1,1
614.0,41,57,1
6680.0,4,7,4
1606.0,8,8,2
833.0,1,1,1
6174.0,2,2,1
126.0,24,33,1
2018.0,2,2,1
57127.0,196,245,22
5529.0,2,2,1
44039.0,161,208,15
10337.0,1,1,1
8464.0,33,45,1
3166.0,32,47,2
5050.0,1,1,1
593.0,23,29,2
4160.0,2,2,2
380.0,12,15,1
6235.0,1,1,1
532.0,15,23,1
6929.0,1,1,1
580.0,14,22,1
13818.0,31,35,4
17912.0,44,58,4
480.0,13,18,1
495.0,1,1,1
6475.0,9,9,2
3718.0,25,30,2
6792.0,2,2,1
13177.0,49,66,3
11540.0,48,62,2
350.0,1,1,1
1985.0,2,2,1
384.0,8,13,1
1325.0,8,12,2
5563.0,17,17,4
1491.0,1,1,1
1178.0,4,7,1
3353.0,19,22,4
140.0,1,1,1
5285.0,16,19,2
17882.0,79,97,8
12750.0,45,58,5
3049.0,2,2,1
19469.0,71,88,6
1690.0,3,4,1
45165.0,133,168,11
1520.0,3,3,1
11534.0,37,50,4
470.0,9,12,1
8467.0,27,34,4
2137.0,3,4,1
68229.0,199,259,17
4361.0,18,21,2
669.0,5,8,1
2654.0,9,12,1
1677.0,1,2,1
3144.0,19,23,3
468.0,4,4,1
974.0,2,2,1
394.0,10,12,2
7433.0,25,28,5
363.0,4,7,1
5754.0,22,24,4
421.0,2,2,1
3259.0,2,2,1
352.0,14,17,1
2190.0,1,1,1
710.0,7,11,1
301.0,2,3,1
580.0,2,2,1
2269.0,13,15,2
1662.0,5,6,2
2237.0,2,4,2
466.0,4,6,1
22067.0,69,86,7
1998.0,4,4,1
4931.0,21,27,4
600.0,1,3,1
9540.0,40,55,7
3873.0,14,16,2
10418.0,40,58,5
4369.0,9,10,4
5208.0,1,1,1
433.0,7,9,1
8589.0,2,2,1
407.0,3,3,1
12505.0,44,61,11
1174.0,1,1,1
2427.0,11,15,2
306.0,1,1,1
6049.0,14,19,2
497.0,12,14,1
7760.0,30,43,4
432.0,2,2,1
17089.0,59,79,5
2031.0,2,2,1
4028.0,22,30,3
1258.0,2,2,1
8742.0,39,51,4
291.0,2,2,1
29444.0,13,16,2
504.0,14,18,1
26904.0,104,139,9
2908.0,1,1,1
4966.0,14,16,1
460.0,15,24,1
167.0,1,1,1
314.0,1,1,1
6906.0,21,26,3
1406.0,11,11,2
2855.0,3,3,1
6186.0,19,24,3
18896.0,80,109,13
4101.0,2,2,1
397.0,14,20,2
713.0,1,1,1
10300.0,44,56,4
1812.0,2,2,1
712.0,13,15,2
3360.0,2,2,1
404.0,12,14,1
887.0,2,2,1
422.0,4,5,1
1059.0,1,1,1
2637.0,10,13,2
775.0,5,6,1
327.0,2,3,1
441.0,2,2,1
2630.0,14,20,3
1190.0,4,5,2
11741.0,51,62,6
1686.0,1,1,1
887.0,7,9,1
436.0,3,4,1
6587.0,24,32,3
2690.0,2,3,1
973.0,13,20,1
347.0,4,5,1
2400.0,15,21,3
1151.0,4,4,2
18279.0,64,81,10
3008.0,2,2,1
3431.0,24,30,2
1532.0,1,3,1
432.0,6,8,1
660.0,1,2,1
1863.0,8,11,2
563.0,3,3,2
3387.0,5,7,1
21980.0,17,22,3
6104.0,4,3,1
14100.0,56,66,5
388.0,1,1,1
627.0,1,1,1
22057.0,67,88,7
260.0,6,6,1
7649.0,19,24,4
1120.0,1,1,1
4383.0,15,16,3
360.0,6,6,1
6147.0,20,20,3
1787.0,2,2,1
14490.0,52,62,4
448.0,11,17,1
922.0,2,2,2
380.0,2,2,1
18751.0,60,67,9
1450.0,1,1,1
700.0,4,7,1
1927.0,2,3,1
4804.0,10,11,2
20189.0,75,89,6
890.0,4,4,1
220.0,2,2,1
12554.0,29,36,6
320.0,1,1,1
2234.0,7,10,2
1062.0,7,8,2
7858.0,23,29,4
390.0,3,5,1
813.0,1,1,1
7222.0,36,44,4
1110.0,1,1,1
290.0,6,6,1
320.0,1,1,1
1120.0,1,1,1
12970.0,39,46,4
346.0,13,17,1
1920.0,2,2,1
17771.0,17,24,2
4590.0,2,2,1
7135.0,12,20,2
929.0,7,12,1
6329.0,8,12,2
501.0,9,14,1
3434.0,2,2,1
589.0,10,13,2
9416.0,6,6,2
903.0,13,18,1
1420.0,3,5,1
640.0,3,6,1
2339.0,6,8,2
5185.0,2,2,1
9498.0,55,68,2
440.0,5,10,1
30140.0,71,86,9
10985.0,41,52,3
13249.0,7,8,1
430.0,32,41,1
2428.0,4,4,2
931.0,5,7,1
1053.0,2,2,1
894.0,3,4,1
598.0,2,2,1
7936.0,1,1,1
2341.0,4,4,1
6950.0,15,19,3
1125.0,5,7,1
14771.0,31,38,3
19479.0,71,89,4
4277.0,11,15,2
4330.0,2,2,1
638.0,12,15,1
1000.0,2,2,1
504.0,4,4,1
1215.0,2,2,1
1614.0,15,20,3
7896.0,20,23,4
6205.0,26,31,3
1642.0,2,2,1
460.0,7,9,1
2356.0,2,2,1
453.0,6,7,1
10206.0,3,3,2
160.0,19,24,1
18438.0,25,31,6
250.0,11,15,1
19431.0,42,52,5
382.0,10,13,1
4804.0,1,1,1
414.0,11,14,1
3480.0,2,3,1
6556.0,28,36,2
11791.0,16,24,4
1221.0,10,15,1
7450.0,22,27,3
1078.0,3,3,1
6118.0,11,15,3
14282.0,36,45,5
1966.0,4,6,1
656.0,7,9,1
1112.0,7,9,2
3137.0,15,20,2
9033.0,31,36,5
2858.0,2,2,1
7886.0,40,47,4
22315.0,15,16,2
1311.0,6,6,1
23608.0,85,108,12
2335.0,2,2,1
579.0,8,11,1
6347.0,1,1,1
573.0,24,27,1
1689.0,1,1,1
1251.0,10,12,2
184.0,3,3,1
4963.0,20,20,3
294.0,2,2,1
2366.0,12,12,2
3621.0,1,1,1
8151.0,11,13,1
6778.0,3,2,1
5269.0,51,61,3
2505.0,2,2,1
2188.0,15,18,2
3308.0,1,1,1
307.0,9,11,1
1967.0,4,4,3
1132.0,1,1,1
4639.0,20,26,3
4642.0,2,2,1
922.0,14,19,1
5621.0,3,4,1
314.0,22,25,1
2242.0,11,16,2
6099.0,18,21,5
1030.0,2,3,1
436.0,2,2,1
189.0,2,2,1
1650.0,3,7,2
1109.0,2,2,1
624.0,9,11,2
3784.0,16,16,4
4105.0,1,1,1
408.0,13,15,1
5047.0,9,9,2
4487.0,29,32,3
3206.0,1,1,1
309.0,13,16,1
359.0,1,1,1
4506.0,15,21,2
335.0,1,1,1
420.0,2,2,1
4540.0,1,1,1
758.0,19,21,1
8629.0,5,5,2
3833.0,32,38,4
2253.0,7,8,2
3339.0,14,17,2
1884.0,1,1,1
602.0,8,11,1
2279.0,2,2,1
7626.0,45,52,3
2643.0,1,1,1
1529.0,10,12,2
2186.0,6,7,2
583.0,2,3,1
4718.0,22,31,4
3448.0,3,3,2
3788.0,19,26,2
1039.0,2,2,1
3877.0,14,23,2
5811.0,1,1,1
1331.0,26,36,2
527.0,1,1,1
7276.0,3,5,1
317.0,24,32,1
2512.0,2,2,1
13087.0,51,71,6
6154.0,2,2,1
273.0,18,24,1
1310.0,2,2,1
4184.0,23,29,2
1607.0,1,1,1
4638.0,20,33,2
1263.0,1,1,1
4335.0,31,37,3
3356.0,2,2,1
401.0,13,15,1
2757.0,12,12,2
2372.0,18,22,3
2422.0,3,3,2
2791.0,18,23,2
2862.0,14,20,4
6556.0,7,8,4
9781.0,48,65,2
1811.0,1,1,1
390.0,8,8,1
2400.0,2,2,1
3308.0,28,31,3
1191.0,1,1,1
8702.0,34,41,2
6342.0,1,1,1
4704.0,23,27,1
315.0,9,13,1
2016.0,8,8,3
3703.0,18,19,4
6441.0,1,1,1
272.0,23,31,1
980.0,1,1,1
1336.0,9,10,2
196.0,3,3,1
2801.0,2,2,1
8931.0,52,63,5
4431.0,1,1,1
2116.0,22,31,3
379.0,2,2,1
2009.0,8,9,2
1095.0,1,1,1
6438.0,34,45,3
1730.0,3,3,2
8985.0,42,50,4
1350.0,2,2,1
3103.0,25,26,3
1951.0,8,9,3
6145.0,20,26,3
2370.0,1,1,1
7331.0,41,50,4
3490.0,2,2,1
337.0,13,20,1
1274.0,1,1,1
592.0,4,5,1
200.0,2,2,1
3249.0,13,15,2
1710.0,1,1,1
1883.0,22,24,4
4683.0,2,2,1
251.0,17,22,1
6328.0,21,27,4
1990.0,1,1,1
9771.0,42,51,3
532.0,11,12,2
618.0,2,2,1
6758.0,23,26,4
180.0,2,2,1
4180.0,14,18,3
7752.0,1,1,1
563.0,37,53,2
5544.0,1,1,1
327.0,24,25,1
890.0,2,2,1
500.0,4,5,1
4682.0,24,32,3
1838.0,4,4,1
346.0,8,8,1
1020.0,1,1,1
315.0,3,3,1
1590.0,1,1,1
612.0,12,17,2
450.0,1,1,1
2689.0,10,11,2
511.0,2,3,1
306.0,1,1,1
2050.0,1,1,1
3189.0,15,20,2
1376.0,1,1,1
1165.0,7,8,1
7208.0,28,40,2
2902.0,1,1,1
401.0,13,18,1
354.0,2,2,1
10844.0,37,44,3
5293.0,2,2,1
611.0,28,34,2
740.0,1,1,1
5096.0,19,20,3
1730.0,2,2,1
766.0,12,16,2
5680.0,1,1,1
3107.0,34,42,4
3238.0,1,1,1
645.0,18,22,1
206.0,2,3,1
760.0,1,1,1
217.0,4,4,1
5045.0,20,22,2
497.0,1,1,1
800.0,2,2,1
1144.0,4,4,1
290.0,6,7,1
1629.0,3,3,2
184.0,5,6,1
1344.0,7,7,3
2104.0,7,7,2
360.0,4,5,1
6780.0,20,22,3
410.0,1,1,1
335.0,1,2,1
3120.0,1,1,1
498.0,11,11,1
530.0,2,2,1
340.0,2,2,1
4705.0,2,2,1
3589.0,23,30,2
350.0,4,6,1
7407.0,19,22,2
770.0,2,2,1
400.0,3,4,1
5805.0,2,2,1
3564.0,26,29,2
3420.0,2,2,1
4320.0,26,31,2
399.0,6,8,1
400.0,1,2,1
435.0,1,1,1
420.0,2,2,1
1570.0,2,2,1
2339.0,17,19,2
1330.0,1,1,1
5486.0,24,27,3
780.0,7,7,1
630.0,2,2,1
1710.0,2,2,1
350.0,7,8,1
2240.0,1,2,1
430.0,11,11,1
1852.0,4,4,2
1481.0,14,16,2
2560.0,2,2,1
550.0,11,15,1
1090.0,1,2,1
460.0,5,5,1
700.0,2,2,1
7531.0,28,37,4
1170.0,2,2,1
2213.0,14,14,2
3200.0,1,1,1
370.0,9,12,1
1460.0,2,2,1
4401.0,19,21,3
5415.0,2,2,1
360.0,18,20,1
1910.0,2,2,1
980.0,8,10,1
486.0,3,3,1
380.0,2,2,1
1980.0,2,2,1
596.0,12,13,1
8527.0,3,4,2
250.0,21,28,1
1975.0,3,3,2
6024.0,25,31,3
574.0,11,12,2
696.0,3,3,2
3300.0,1,2,1
730.0,16,18,1
1490.0,2,2,1
4757.0,44,58,4
1180.0,2,2,1
3128.0,15,19,2
3770.0,2,2,1
6203.0,37,42,3
3240.0,2,2,1
961.0,19,25,3
3000.0,5,7,2
10305.0,42,51,4
1230.0,2,2,1
470.0,5,6,1
3540.0,2,2,1
5322.0,40,52,4
700.0,1,1,1
4215.0,10,12,2
341.0,5,5,2
1649.0,8,8,4
850.0,2,2,1
220.0,5,5,1
1899.0,1,1,1
160.0,9,9,1
3286.0,7,7,2
3561.0,11,18,2
1520.0,2,2,1
5429.0,8,10,1
4000.0,7,8,1
2898.0,26,31,3
2048.0,7,10,3
720.0,1,1,1
13542.0,42,56,6
1080.0,2,2,1
6059.0,24,31,2
7060.0,1,1,1
750.0,21,23,1
8337.0,1,1,1
330.0,24,31,1
2608.0,6,8,2
3252.0,7,7,2
11957.0,42,55,3
330.0,3,3,1
150.0,2,2,1
1560.0,1,1,1
350.0,6,6,1
4440.0,1,1,1
3662.0,28,36,2
530.0,1,2,1
1060.0,1,1,1
960.0,4,4,1
1762.0,5,7,2
350.0,2,4,1
3826.0,18,20,5
2490.0,3,3,1
190.0,9,13,1
693.0,6,7,2
3960.0,10,10,2
515.0,8,8,2
1663.0,3,3,2
480.0,4,4,1
680.0,1,1,1
4403.0,2,2,1
5522.0,38,42,3
1670.0,2,2,1
846.0,9,10,2
7330.0,2,2,1
500.0,22,27,1
780.0,2,2,1
130.0,2,3,1
1320.0,1,1,1
680.0,6,6,1
1860.0,1,1,1
5851.0,19,26,4
610.0,9,9,1
780.0,1,5,1
2538.0,8,14,2
6000.0,4,4,1
590.0,20,22,1
1970.0,2,2,1
390.0,10,11,1
2270.0,1,1,1
402.0,13,16,1
1240.0,1,1,1
653.0,4,4,1
1780.0,3,3,1
2250.0,7,8,1
2200.0,9,11,1
414.0,12,15,2
1075.0,4,4,2
4150.0,1,1,1
650.0,14,16,1
3425.0,13,15,3
320.0,2,3,1
290.0,2,2,1
620.0,1,1,1
2050.0,2,2,1
6591.0,30,33,4
513.0,8,10,1
430.0,2,2,1
3916.0,1,1,1
3068.0,20,29,2
600.0,2,2,1
635.0,6,6,2
1375.0,4,4,2
440.0,3,7,1
1680.0,1,1,1
7169.0,32,38,2
4014.0,3,3,1
2402.0,19,24,3
710.0,4,5,2
4967.0,18,20,3
5713.0,21,25,2
900.0,1,1,1
1050.0,5,6,1
910.0,2,2,1
406.0,4,5,2
4944.0,1,1,1
450.0,14,19,1
3260.0,2,2,1
470.0,7,9,1
5288.0,25,25,3
3230.0,2,2,1
5469.0,30,34,3
1400.0,1,1,1
430.0,6,6,1
1507.0,6,6,2
2230.0,1,1,1
380.0,12,14,1
3760.0,2,2,1
470.0,10,14,1
3430.0,2,2,1
13626.0,50,69,4
3460.0,2,2,1
2720.0,14,21,1
860.0,13,21,1
290.0,4,4,1
553.0,3,3,2
720.0,1,1,1
5902.0,27,31,2
2260.0,1,2,1
410.0,10,10,1
4930.0,2,2,1
710.0,19,22,1
2170.0,3,3,1
2925.0,19,26,2
3534.0,2,2,1
4591.0,11,13,1
850.0,18,20,1
3464.0,13,14,2
2300.0,2,2,1
4425.0,37,41,3
1755.0,4,4,2
12792.0,46,47,4
130.0,3,3,1
7327.0,47,56,2
13260.0,3,4,2
1770.0,16,21,1
9546.0,30,34,8
760.0,9,11,1
15535.0,47,60,3
3015.0,10,12,1
10091.0,35,54,5
908.0,1,1,1
1719.0,1,1,1
585.0,5,7,1
4573.0,1,1,1
5917.0,32,40,3
4706.0,2,2,1
520.0,18,23,1
9372.0,2,2,1
977.0,24,35,1
692.0,3,3,1
375.0,3,3,2
900.0,2,2,1
1510.0,4,4,1
4473.0,7,8,1
2923.0,18,31,2
1733.0,2,2,1
7378.0,28,32,3
1012.0,4,4,1
17512.0,25,32,4
2820.0,4,4,1
6598.0,23,29,3
4646.0,4,4,1
557.0,12,15,1
3653.0,14,18,4
2841.0,2,2,1
3848.0,12,12,1
460.0,13,16,1
3115.0,2,2,1
5990.0,28,40,2
5529.0,2,2,1
12434.0,52,65,6
6244.0,1,1,1
1676.0,31,36,3
1531.0,3,3,2
530.0,3,8,1
1427.0,1,1,1
771.0,17,22,2
3697.0,5,7,2
503.0,16,20,1
900.0,2,2,1
377.0,2,4,1
7324.0,29,37,2
2410.0,1,1,1
11883.0,50,67,4
1760.0,5,5,1
10243.0,28,34,2
7623.0,41,51,5
1803.0,2,2,1
520.0,8,9,1
498.0,2,2,2
11382.0,43,47,4
13257.0,48,56,7
1830.0,2,2,1
16219.0,57,76,6
1435.0,3,3,1
8950.0,34,41,4
432.0,8,10,2
8553.0,2,2,2
469.0,19,27,1
2299.0,2,2,1
